supplier,code,description,brand,price,category
PRISA,PRI36563NG,MARCADOR PERMANENTE TORRE PUNTA BISELADO NEGRO,TORRE,623.3333333333334,MARCADOR PERMANENTE TORRE
PRISA,PRI82919,BOLSA DE ASEO BM TRANSPARENTE 50X70 CM 10 UNIDADES,BM,595.5555555555555,BOLSA DE ASEO
PRISA,PRI80535,BOLSA DE ASEO ECOPLAST 70X90 CM 10 UNIDADES,ECOPLAST,626.6666666666666,BOLSA DE ASEO
PRISA,52847,BOLSA DE ASEO VIRUTEX PEQUEÑA 50X70 CM 10 UNIDADES,VIRUTEX,627.7777777777777,BOLSA DE ASEO
PRISA,PRI17791,ADHESIVO EN BARRA PROARTE 21 G,PROARTE,545.5555555555555,ADHESIVO EN BARRA
PRISA,PRI75763,GALLETA OREO MINI 40 G,OREO,637.7777777777777,GALLETA MINI
PRISA,PRI83004,CORRECTOR LIQUIDO EN BOTELLA PROARTE SECADO RAPIDO 12 ML,PROARTE,638.8888888888889,CORRECTOR LIQUIDO
PRISA,PRI44539RO,DESTACADOR FILGO TEXT MARKER ROSADO,FILGO,471.1111111111111,DESTACADOR TEXT
PRISA,PRI44539VE,DESTACADOR FILGO TEXT MARKER VERDE,FILGO,471.1111111111111,DESTACADOR TEXT
PRISA,PRI89123,REPUESTO CUCHILLO CARTONERO SELLOFFICE GRANDE 10 UNIDADES,SELLOFFICE,866.6666666666666,REPUESTO CUCHILLO CARTONERO
PRISA,PRI10891,ESPONJERO HAND MOJA DEDOS,HAND,643.3333333333334,ESPONJERO MOJA
PRISA,PRI45943CE,PLUMON PIZARRA SELLOFFICE RECARGABLE CELESTE,SELLOFFICE,534.4444444444445,PLUMON PIZARRA
PRISA,PRI45943RO,PLUMON PIZARRA SELLOFFICE RECARGABLE ROSADO,SELLOFFICE,534.4444444444445,PLUMON PIZARRA
PRISA,PRI36536AZ,CARPETA VINIL AUCA OFICIO AZUL,AUCA,645.5555555555555,CARPETA AUCA
PRISA,PRI36536NG,CARPETA VINIL AUCA OFICIO NEGRO,AUCA,645.5555555555555,CARPETA AUCA
PRISA,PRI36536RJ,CARPETA VINIL AUCA OFICIO ROJO,AUCA,645.5555555555555,CARPETA AUCA
PRISA,PRI86075,ESPONJA ABRASIVA FIBRO STANDARD,FIBRO,517.7777777777777,ESPONJA FIBRO
PRISA,PRI103042B,MINAS PENTEL 0.5 MM 2B,PENTEL,532.2222222222222,MINAS
PRISA,PRI103041H,MINAS PENTEL 0.5 MM 1H,PENTEL,532.2222222222222,MINAS
PRISA,PRI103042H,MINAS PENTEL 0.5 MM 2H,PENTEL,532.2222222222222,MINAS
PRISA,PRI87439,DOBLE CLIP SELLOFFICE 19 MM CAJA DE 12 UNIDADES,SELLOFFICE,562.2222222222222,DOBLE CLIPS 19 MM
PRISA,PRI99151,PALOS DE HELADO PROARTE DELGADO COLOR 50 UNIDADES,PROARTE,525.5555555555555,PALOS DE HELADO
PRISA,PRI85435NG,PLUMON PIZARRA SELLOFFICE RECARGABLE PUNTA REDONDA NEGRO,SELLOFFICE,538.8888888888889,PLUMON PIZARRA
PRISA,PRI85435RJ,PLUMON PIZARRA SELLOFFICE RECARGABLE PUNTA REDONDA ROJO,SELLOFFICE,538.8888888888889,PLUMON PIZARRA
PRISA,PRI45659,TIJERA ESCOLAR BARRILITO ZURDOS 12.7 CM,BARRILITO,1123.3333333333333,TIJERA ESCOLAR BARRILITO
PRISA,PRI82766,SAL DE MESA LOBOS 1 KG,LOBOS,651.1111111111111,SAL DE MESA
PRISA,PRI47458AM,CARPETA COLGANTE ISOFIT TERMOLAMINADA AMARILLO,ISOFIT,556.6666666666666,CARPETA ISOFIT
PRISA,PRI47458AZ,CARPETA COLGANTE ISOFIT TERMOLAMINADA AZUL,ISOFIT,556.6666666666666,CARPETA ISOFIT
PRISA,PRI47458RJ,CARPETA COLGANTE ISOFIT TERMOLAMINADA ROJO,ISOFIT,556.6666666666666,CARPETA ISOFIT
PRISA,PRI47458VE,CARPETA COLGANTE ISOFIT TERMOLAMINADA VERDE,ISOFIT,556.6666666666666,CARPETA ISOFIT
PRISA,PRI24330AM,DESTACADOR PELIKAN NEON MARKER AMARILLO,PELIKAN,473.3333333333333,DESTACADOR NEON
PRISA,PRI24330AZ,DESTACADOR PELIKAN NEON MARKER AZUL,PELIKAN,473.3333333333333,DESTACADOR NEON
PRISA,PRI24330NJ,DESTACADOR PELIKAN NEON MARKER NARANJA,PELIKAN,473.3333333333333,DESTACADOR NEON
PRISA,PRI24324,ESTILOGRAFO PELIKAN TECHNO LINER 86 0.1 NEGRO,PELIKAN,653.3333333333334,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI24390,ESTILOGRAFO PELIKAN TECHNO LINER 86 0.4 NEGRO,PELIKAN,653.3333333333334,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI24391,ESTILOGRAFO PELIKAN TECHNO LINER 86 0.5 NEGRO,PELIKAN,653.3333333333334,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI24325,ESTILOGRAFO PELIKAN TECHNO LINER 86 0.6 NEGRO,PELIKAN,653.3333333333334,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI24392,ESTILOGRAFO PELIKAN TECHNO LINER 86 0.7 NEGRO,PELIKAN,653.3333333333334,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI24326,ESTILOGRAFO PELIKAN TECHNO LINER 86 0.8 NEGRO,PELIKAN,653.3333333333334,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI91204NG,MARCADOR PERMANENTE ADIX 2 PUNTAS FINA 06 BISELADA 02,ADIX,653.3333333333334,MARCADOR ADIX
PRISA,PRI45868,TIZA DE COLOR GIOTTO ROBERCOLOR 10 COLORES,ROBERCOLOR,653.3333333333334,TIZA DE COLOR
PRISA,PRI29267,CORCHETES TORINI 23/10 CAJA DE 1000 UNIDADES,TORINI,656.6666666666666,CORCHETES TORINI 23/10 CAJA
PRISA,PRI98374AZ,MARCADOR PERMANENTE PELIKAN 441 PUNTA REDONDA AZUL,PELIKAN,656.6666666666666,MARCADOR PERMANENTE PELIKAN
PRISA,PRI98374NG,MARCADOR PERMANENTE PELIKAN 441 PUNTA REDONDA NEGRO,PELIKAN,656.6666666666666,MARCADOR PERMANENTE PELIKAN
PRISA,PRI98374RJ,MARCADOR PERMANENTE PELIKAN 441 PUNTA REDONDA ROJO,PELIKAN,656.6666666666666,MARCADOR PERMANENTE PELIKAN
PRISA,PRI98371,MARCADOR PERMANENTE PELIKAN 441 PUNTA REDONDA VERDE,PELIKAN,656.6666666666666,MARCADOR PERMANENTE PELIKAN
PRISA,PRI85435VE,PLUMON PIZARRA SELLOFFICE RECARGABLE PUNTA REDONDA VERDE,SELLOFFICE,538.8888888888889,PLUMON PIZARRA
PRISA,30571AZ,PLUMON PIZARRA PELIKAN 742 PUNTA BISELADA AZUL,PELIKAN,558.3333333333334,PLUMON PIZARRA
PRISA,PRI30571AZ,PLUMON PIZARRA PELIKAN 742 PUNTA BISELADA AZUL,PELIKAN,558.8888888888889,PLUMON PIZARRA
PRISA,PRI30571VE,PLUMON PIZARRA PELIKAN 742 PUNTA BISELADA VERDE,PELIKAN,558.8888888888889,PLUMON PIZARRA
PRISA,PRI87958,TIZA BLANCA HAND REDONDO SIN POLVO 100 UNIDADES,HAND,658.8888888888889,TIZA BLANCA HAND
PRISA,PRI63133,ELASTICO HAND CREPE 60X1.5 MM 200 UNIDADES,HAND,558.8888888888889,ELASTICO
PRISA,PRI12431,PAÑO COCINA MANOS DE CHILE ALGODON 43X63 CM,MANOS DE CHILE,661.1111111111111,PAÑO COCINA MANOS
PRISA,PRI81078,CAJA DE ARCHIVO PRISA STANDARD KRAFT 35.2X12.8X23.4 CM,PRISA,662.2222222222222,CAJA DE ARCHIVO
PRISA,PRI98086,CORCHETES ISOFIT 23/10 CAJA DE 1000 UNIDADES,ISOFIT,664.4444444444445,CORCHETES ISOFIT 23/10 CAJA
PRISA,PRI51101,VIRUTILLA PISO MANLAC GRUESA N°4 MEDIANA,MANLAC,664.4444444444445,VIRUTILLA PISO
PRISA,PRI45904,VISORES PORTALEYENDA TORRE 250 UNIDADES COLORES SURTIDOS,TORRE,664.4444444444445,VISORES PORTALEYENDA TORRE
PRISA,PRI29257,CHINCHES TORINI SURTIDO 100 UNIDADES,TORINI,665.5555555555555,CHINCHES SURTIDO
PRISA,75174,CINTA MASKING OFFIONE 48 MM X 40 M,OFFIONE,1658.3333333333333,MASKING
PRISA,PRI75174,CINTA MASKING OFFIONE 48 MM X 40 M,OFFIONE,1658.888888888889,MASKING
PRISA,PRI81766,CINTA MASKING TESA 36 MM X 40 M,TESA,1783.3333333333333,MASKING
PRISA,PRI89100,REPUESTO CUCHILLO CARTONERO ISOFIT GRANDE 10 UNIDADES,ISOFIT,912.2222222222222,REPUESTO CUCHILLO CARTONERO
PRISA,PRI45915,LIBRETA ISOFIT LINEADA PLASTIFICADA N°1 60 HOJAS,ISOFIT,676.6666666666666,LIBRETA ISOFIT LINEADA
PRISA,PRI24330RS,DESTACADOR PELIKAN NEON MARKER ROSADO,PELIKAN,473.3333333333333,DESTACADOR NEON
PRISA,PRI24330VE,DESTACADOR PELIKAN NEON MARKER VERDE,PELIKAN,473.3333333333333,DESTACADOR NEON
PRISA,PRI87671,SOBRE ACOLCHADO OFICIO N¬∫6 24X31 CM,GENERICO,677.7777777777777,SOBRE ACOLCHADO OFICIO
PRISA,PRI45940SUR,SEPARADOR CARTA SELLOFFICE PASTEL PACK 6 UNIDADES,SELLOFFICE,703.3333333333334,SEPARADOR CARTA SELLOFFICE
PRISA,PRI52847,BOLSA DE ASEO VIRUTEX PEQUEÑA 50X70 CM 10 UNIDADES,VIRUTEX,627.7777777777777,BOLSA DE ASEO
PRISA,PRI25873,VASO DESECHABLE TUC TRANSPARENTE 7 OZ 200 ML 50 UNIDADES,TUC,688.8888888888889,VASO TUC
PRISA,PRI53049,PAÑO FIBRO ESPONJA ABSORBENTE 17X18 CM,FIBRO,645.5555555555555,PAÑO FIBRO ESPONJA
PRISA,PRI74420AZ,CINTA DE REGALO ROLY COLOR 20 MM X 40 M AZUL,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420BL,CINTA DE REGALO ROLY COLOR 20 MM X 40 M BLANCO,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420CL,CINTA DE REGALO ROLY COLOR 20 MM X 40 M CELESTE,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420DO,CINTA DE REGALO ROLY COLOR 20 MM X 40 M DORADO,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420LI,CINTA DE REGALO ROLY COLOR 20 MM X 40 M LILA,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420RJ,CINTA DE REGALO ROLY COLOR 20 MM X 40 M ROJO,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420RO,CINTA DE REGALO ROLY COLOR 20 MM X 40 M ROSADO,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI74420VP,CINTA DE REGALO ROLY COLOR 20 MM X 40 M VERDE PISTACHO,ROLY COLOR,697.7777777777777,CINTA DE
PRISA,PRI83899,ESFERAS DE PLUMAVIT N¬∫ 3.5 10 UNIDADES,GENERICO,697.7777777777777,ESFERAS DE PLUMAVIT
PRISA,PRI10243,GALLETA DULCE COSTA TUAREG 120 G,COSTA,697.7777777777777,GALLETA DULCE COSTA
PRISA,PRI43757,AGUA MINERAL LIV SIN GAS 3 L,LIV,700.0,AGUA MINERAL LIV
PRISA,PRI88659,CORRECTOR LIQUIDO EN LAPIZ ARTEL PUNTA METALICA 7 ML,ARTEL,603.3333333333334,CORRECTOR LAPIZ
PRISA,PRI13005,VASO DE VIDRIO PARA REFRESCO-VINO 8.5X0.60 CM,GENERICO,703.3333333333334,VASO DE VIDRIO
PRISA,PRI10037,BOLIGRAFO HAND CON PLACA Y BASE DE PARED AZUL,HAND,704.4444444444445,BOLIGRAFO HAND
PRISA,PRI25329,DOBLE CLIP ADIX 25 MM CAJA DE 12 UNIDADES,ADIX,706.6666666666666,DOBLE CLIPS 25 MM
PRISA,PRI23624LI,JABON EN BARRA TROME PARA LAVAR FRESCURA DE LIMON 190 G,TROME,706.6666666666666,JABON EN BARRA
PRISA,PRI71915FL,JABON EN BARRA TROME PARA LAVAR PERFUME DE FLORES 190 G,TROME,706.6666666666666,JABON EN BARRA
PRISA,PRI11492,PLATO DOMINGO PLASTICO BLANCO 15 CM 20 UNIDADES,DOMINGO,706.6666666666666,PLATO DOMINGO PLASTICO
PRISA,PRI43365,PASTA DENTAL FRESH UP 90 G,FRESH UP,708.8888888888889,PASTA DENTAL FRESH
PRISA,PRI36107,PAPAS FRITAS KRYZPO ORIGINAL 37 G,KRYZPO,710.0,PAPAS FRITAS KRYZPO
PRISA,PRI21892,TE NEGRO SUPREMO LA RENDIDORA 20 BOLSITAS,SUPREMO,710.0,TE NEGRO SUPREMO
PRISA,PRI39883AM,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA AMARILLO,ADIX,501.1111111111111,DESTACADOR
PRISA,PRI39883NJ,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA NARANJO,ADIX,501.1111111111111,DESTACADOR
PRISA,PRI17204,VASO DESECHABLE DOMINGO 10 OZ 290 ML TRANSPARENTE PAQUETE 25 UNIDADES,DOMINGO,712.2222222222222,VASO DOMINGO
PRISA,PRI16185GR,AGUA FRUTAL CACHANTUN MAS GRANADA 600 ML SIN GAS,CACHANTUN,714.4444444444445,AGUA FRUTAL
PRISA,PRI16185MZ,AGUA FRUTAL CACHANTUN MAS MANZANA 600 ML SIN GAS,CACHANTUN,714.4444444444445,AGUA FRUTAL
PRISA,PRI16185PR,AGUA FRUTAL CACHANTUN MAS PERA 600 ML SIN GAS,CACHANTUN,714.4444444444445,AGUA FRUTAL
PRISA,PRI16181,AGUA SABORIZADA CACHANTUN MAS CITRICA 600 ML,CACHANTUN,714.4444444444445,AGUA SABORIZADA CACHANTUN
PRISA,PRI25122,ADHESIVO COLA FRIA TORRE STICK MAGIA ESCOLAR 120 G,TORRE,558.8888888888889,COLA FRIA
PRISA,PRI51103,VIRUTILLA PISO MANLAC EXTRAGRUESA N°6 MEDIANA,MANLAC,715.5555555555555,VIRUTILLA PISO
PRISA,PRI98380,MOJADEDOS PARA CONTAR PELIKAN D2 14 G,PELIKAN,716.6666666666666,MOJADEDOS PARA CONTAR
PRISA,PRI15379,BLOCK DE APUNTES J.S. 1/64 PAPEL HILADO 54 G 100 HOJAS,J.S.,717.7777777777777,BLOCK DE APUNTES
PRISA,PRI24389,ESTILOGRAFO PELIKAN TECHNO LINER 86 NEGRO 0.3 MM,PELIKAN,720.0,ESTILOGRAFO PELIKAN TECHNO
PRISA,PRI14270,GALLETA DOS EN UNO VINO 160 G,DOS EN UNO,720.0,GALLETA DOS EN
PRISA,PRI82687,PINCEL ARTEL N°1 SERIE 103,ARTEL,360.0,PINCEL ARTEL N
PRISA,PRI10981AZ,TINTA TALINAY PARA TAMPON 20 CC AZUL,TALINAY,731.1111111111111,TINTA TALINAY PARA
PRISA,PRI10981RJ,TINTA TALINAY PARA TAMPON 20 CC ROJA,TALINAY,731.1111111111111,TINTA TALINAY PARA
PRISA,PRI25383,MARCADOR DE BILLETES FALSOS PELIKAN PUNTA GRUESA 5.0 MM,PELIKAN,732.2222222222222,MARCADOR DE
PRISA,PRI10580AZ,TINTA CHINA TALINAY FRASCO 20 CC AZUL,TALINAY,732.2222222222222,TINTA CHINA TALINAY
PRISA,PRID760515,TIZA GIOTTO ENROBEE BARNIZ BLANCA 10 UNIDADES,GIOTTO,732.2222222222222,TIZA GIOTTO ENROBEE
PRISA,PRI65252LA,LIMPIAVIDRIOS SAPOLIO LAVANDA DOYPACK 500 ML,SAPOLIO,734.4444444444445,LIMPIAVIDRIOS SAPOLIO LAVANDA
PRISA,PRI16404,CAJA DE ARCHIVO STANDARD KRAFT 35X12.5X23.6 CM,GENERICO,738.8888888888889,CAJA DE ARCHIVO
PRISA,PRI79379,CUCHARA DE SOPA FINA ACERO INOXIDABLE,GENERICO,740.0,CUCHARA DE SOPA
PRISA,PRI65255,LIMPIADOR ANTIGRASA SAPOLIO DOYPACK 500 ML,SAPOLIO,740.0,LIMPIADOR ANTIGRASA SAPOLIO
PRISA,PRI65255NA,LIMPIADOR ANTIGRASA SAPOLIO DOYPACK NARANJA 500 ML,SAPOLIO,740.0,LIMPIADOR ANTIGRASA SAPOLIO
PRISA,PRI10889,ADHESIVO EN BARRA GIOTTO ADHESIVA 21 G,GIOTTO,622.2222222222222,ADHESIVO EN BARRA
PRISA,PRI10558,LAPIZ BICOLOR FABER-CASTELL 737 AZUL ROJO,FABER CASTELL,742.2222222222222,LAPIZ BICOLOR FABER
PRISA,PRI85326,BEBIDA GASEOSA BILZ LATA 350 ML,BILZ&PAP,743.3333333333334,BEBIDA GASEOSA BILZ
PRISA,PRI10963,BEBIDA GASEOSA CANADA DRY GINGER ALE 310 ML LATA,CANADA DRY,743.3333333333334,BEBIDA GASEOSA
PRISA,PRI82103,BEBIDA GASEOSA CANADA DRY LIMON SODA LATA 310 ML,CANADA DRY,743.3333333333334,BEBIDA GASEOSA
PRISA,PRI85325,BEBIDA GASEOSA KEM PIÑA LATA 310 ML,KEM,743.3333333333334,BEBIDA GASEOSA KEM
PRISA,PRI85327,BEBIDA GASEOSA PAP LATA 350 ML,BILZ&PAP,743.3333333333334,BEBIDA GASEOSA PAP
PRISA,PRI82038,BEBIDA GASEOSA PEPSI CLASICA LATA 350 ML,PEPSI,743.3333333333334,BEBIDA GASEOSA PEPSI
PRISA,PRI83592AZ,ESCARCHA NP AZUL 3 G TIRA DE 10 UNIDADES,NP,745.5555555555555,ESCARCHA NP
PRISA,PRI83592,ESCARCHA NP COLORES SURTIDOS 3 G TIRA DE 10 UNIDADES,NP,745.5555555555555,ESCARCHA NP
PRISA,PRI83592DO,ESCARCHA NP DORADO 3 G TIRA DE 10 UNIDADES,NP,745.5555555555555,ESCARCHA NP
PRISA,PRI83592PL,ESCARCHA NP PLATEADO 3 G TIRA DE 10 UNIDADES,NP,745.5555555555555,ESCARCHA NP
PRISA,PRI83592RJ,ESCARCHA NP ROJO 3 G TIRA DE 10 UNIDADES,NP,745.5555555555555,ESCARCHA NP
PRISA,PRI83592VE,ESCARCHA NP VERDE 3 G TIRA DE 10 UNIDADES,NP,745.5555555555555,ESCARCHA NP
PRISA,PRI33343CL,LENTE STEELPRO US EAGLE TECH CLARO,STEELPRO,745.5555555555555,LENTE STEELPRO US
PRISA,PRI33343GR,LENTE STEELPRO US EAGLE TECH GRIS,STEELPRO,745.5555555555555,LENTE STEELPRO US
PRISA,PRI70281,PARCHE CURITA CRANBERRY IMPERMEABLE CAJA DE 30 UNIDADES,CRANBERRY,745.5555555555555,PARCHE CURITA CRANBERRY
PRISA,PRI29614,PILA ALCALINA MAXELL AAA BLISTER DE 2 UNIDADES,MAXELL,745.5555555555555,PILA ALCALINA MAXELL
PRISA,PRI29615,PILA ALCALINA MAXELL AA BLISTER DE 2 UNIDADES,MAXELL,745.5555555555555,PILA ALCALINA MAXELL
PRISA,PRI10627,CORRECTOR LIQUIDO LIQUID PAPER BOTELLA DE 20 ML,LIQUID PAPER,747.7777777777777,CORRECTOR LIQUIDO LIQUID
PRISA,PRI11043AZ,MARCADOR PERMANENTE BIC DESECHABLE PUNTA REDONDA AZUL,BIC,747.7777777777777,MARCADOR PERMANENTE BIC
PRISA,PRI11043RJ,MARCADOR PERMANENTE BIC DESECHABLE PUNTA REDONDA ROJO,BIC,747.7777777777777,MARCADOR PERMANENTE BIC
PRISA,PRI39883RO,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA ROSADO,ADIX,501.1111111111111,DESTACADOR
PRISA,PRI39883VE,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA VERDE,ADIX,501.1111111111111,DESTACADOR
PRISA,PRI85427VE,DESTACADOR SELLOBOSS VERDE,SELLOBOSS,503.3333333333333,DESTACADOR VERDE
PRISA,PRI78760,CINTA MASKING TESA UNIVERSAL 25 MM X 50 M,TESA,1806.6666666666665,MASKING
PRISA,PRI44035,CORCHETES RAPID STANDARD 26/6 CAJA DE 1000 UNIDADES,RAPID,287.77777777777777,CORCHETES 26/6
PRISA,PRI36068,CORRECTOR LIQUIDO EN BOTELLA BIC ECO AQUA 20 ML,BIC,755.5555555555555,CORRECTOR LIQUIDO
PRISA,PRI83977,LANA FINA VIRUTEX CLASICA GRANDE,VIRUTEX,760.0,LANA VIRUTEX
PRISA,PRI83653,CLORO DETTER 3% 1 L,DETTER,761.1111111111111,CLORO L
PRISA,PRI45914,FORMULARIO RECIBO VALE POR ISOFIT 100 HOJAS,ISOFIT,761.1111111111111,FORMULARIO RECIBO VALE
PRISA,PRI12938,BOLSA DE ASEO SUPERIOR CHICA 50X70 CM 10 UNIDADES,SUPERIOR,684.4444444444445,BOLSA DE ASEO
PRISA,PRI51119,ESPONJA ABRASIVA MANLAC ANATOMICA,MANLAC,656.6666666666666,ESPONJA MANLAC
PRISA,PRI56867,PORTACLIPS OFFIONE REDONDO MALLA METALICA 9X3 CM NEGRO,OFFIONE,762.2222222222222,PORTACLIPS
PRISA,PRI77396,SACACORCHETE NOVUS PINZA B80,NOVUS,762.2222222222222,SACACORCHETE PINZA
PRISA,PRI29170,VENDA CON YESO CRANBERRY NO ESTERIL 270X10 CM,CRANBERRY,762.2222222222222,VENDA CON YESO
PRISA,PRI12885,VISORES PORTALEYENDA SOCOMISCH 25 UNIDADES,SPYRA,762.2222222222222,VISORES SOCOMISCH
PRISA,PRI46023,LAPIZ GRAFITO STABILO SWANO 4909 2HB,STABILO,287.77777777777777,LAPIZ GRAFITO STABILO
PRISA,PRI10551,LAPIZ GRAFITO FABER-CASTELL N°2 B 1210 CON GOMA AMARILLO,FABER CASTELL,470.0,LAPIZ GRAFITO
PRISA,PRI76701,LAPIZ GRAFITO FABER-CASTELL 2B TRIANGULAR JUMBO,FABER CASTELL,484.44444444444446,LAPIZ GRAFITO FABER
PRISA,PRI832211B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 1B,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRI832211H,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 1H,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRI832212B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 2B,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRI832212H,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 2H,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRI832213B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 3B,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRI832213H,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 3H,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRI832214B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 4B,FABER CASTELL,765.5555555555555,LAPIZ GRAFITO FABER
PRISA,PRID495639,BLOCK DE DIBUJO ARTEL LICEO 60 20 HOJAS,ARTEL,766.6666666666666,BLOCK DE DIBUJO
PRISA,21818,PAÑUELO FACIAL ELITE ESTUCHE 50 HOJAS,ELITE,769.4444444444445,PAÑUELO FACIAL
PRISA,PRI21818,PAÑUELO FACIAL ELITE ESTUCHE 50 HOJAS,ELITE PROFESSIONAL,770.0,PAÑUELO FACIAL ELITE
PRISA,PRI91127X1,BOLSA DE ASEO VIRUTEX CARGA PESADA 110X120 CM 1 UNIDAD,VIRUTEX,761.1111111111111,BOLSA DE ASEO
PRISA,PRI71132,BOLSA DE ASEO GOLIAT MAXIPACK MEDIANO 70X90 CM 10 UNIDADES,GOLIAT,771.1111111111111,BOLSA DE ASEO
PRISA,PRI18283,CARPETA PLASTIFICADA TORRE AZUL,TORRE,771.1111111111111,CARPETA TORRE
PRISA,PRI10888,CINTA AISLANTE TESA 18 MM X 10 M NEGRO,TESA,771.1111111111111,CINTA AISLANTE
PRISA,PRI18835,TRAPERO MGF SIMPLE CON OJAL ALGODON 50X50 CM,MGF,771.1111111111111,TRAPERO MGF SIMPLE
PRISA,PRI43585,CINTA ADHESIVA TESA CRISTAL ECOLOGICA 19 MM X 10 M,TESA,772.2222222222222,CINTA ADHESIVA
PRISA,PRI84604RJ,MARCADOR MULTIUSO OHP PUNTA FINA ROJO,TRATTO,772.2222222222222,MARCADOR MULTIUSO OHP
PRISA,PRI84604,MARCADOR MULTIUSO TRATTO OHP PUNTA FINA AZUL,TRATTO,772.2222222222222,MARCADOR MULTIUSO TRATTO
PRISA,PRI84604NG,MARCADOR MULTIUSO TRATTO OHP PUNTA FINA NEGRO,TRATTO,772.2222222222222,MARCADOR MULTIUSO TRATTO
PRISA,PRI84605,MARCADOR MULTIUSO TRATTO OHP PUNTA MEDIA AZUL,TRATTO,772.2222222222222,MARCADOR MULTIUSO TRATTO
PRISA,PRI84605NG,MARCADOR MULTIUSO TRATTO OHP PUNTA MEDIA NEGRO,TRATTO,772.2222222222222,MARCADOR MULTIUSO TRATTO
PRISA,PRI84605RJ,MARCADOR MULTIUSO TRATTO OHP PUNTA MEDIA ROJO,TRATTO,772.2222222222222,MARCADOR MULTIUSO TRATTO
PRISA,PRI12365AZ,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 AZUL,MONAMI,772.2222222222222,MARCADOR PERMANENTE MONAMI
PRISA,PRI12365NG,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 NEGRO,MONAMI,772.2222222222222,MARCADOR PERMANENTE MONAMI
PRISA,PRI12365RJ,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 ROJO,MONAMI,772.2222222222222,MARCADOR PERMANENTE MONAMI
PRISA,PRI12365VE,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 VERDE,MONAMI,772.2222222222222,MARCADOR PERMANENTE MONAMI
PRISA,PRI77367NG,BOLIGRAFO GEL UNIBALL UM-100 SIGNO 0.5 MM NEGRO,UNIBALL,677.7777777777777,LAPIZ GEL
PRISA,PRI45928,LAPICES DE COLORES FILGO PINTO 12 UNIDADES,FILGO,776.6666666666666,LAPICES DE COLORES
PRISA,PRI12637,VASO DESECHABLE DOMINGO BLANCO 300 ML 10 OZ 25 UNIDADES,DOMINGO,776.6666666666666,VASO DOMINGO
PRISA,PRI16818,BEBIDA GASEOSA CANADA DRY GINGER ALE ZERO LATA 350 ML,CANADA DRY,778.8888888888889,BEBIDA GASEOSA
PRISA,PRI87310AM,CARPETA COLGANTE BUHO TERMOLAMINADA AMARILLO,BUHO,653.3333333333334,CARPETA BUHO
PRISA,PRI87310AZ,CARPETA COLGANTE BUHO TERMOLAMINADA AZUL,BUHO,653.3333333333334,CARPETA BUHO
PRISA,PRI87310RJ,CARPETA COLGANTE BUHO TERMOLAMINADA ROJO,BUHO,653.3333333333334,CARPETA BUHO
PRISA,PRI12459,TRAPERO MANOS DE CHILE OSNABURGO SIN OJAL 48X80 CM,MANOS DE CHILE,778.8888888888889,TRAPERO MANOS
PRISA,PRI87219,TRAPERO MANOS DE CHILE SIMPLE SIN OJAL ALGODON 50X70 CM,GENERICO,778.8888888888889,TRAPERO MANOS
PRISA,PRI85108,LENTEJUELAS COLORES SURTIDOS SET 10 BOLSAS,GENERICO,778.8888888888889,LENTEJUELAS COLORES SURTIDOS
